folder,name,belt,sku,count,manual_count,processed_at,Comentarios 1,video_url
Otros sacos por descontar/20260304070200-20260304070259,Camera8_bandas_bandas_20260304070200_20260304070259_11890373.mp4,3,GALLOS,1,11,2026-04-09 7:36:23,,https://drive.google.com/uc?id=1Is4kKiNG_88m6xkpEfnVjDd_J9XHPXhG
Otros sacos por descontar/20260304072700-20260304072959,Camera11_bandas_bandas_20260304072700_20260304072959_11978776.mp4,2,GANADO_ULTRA,31,0,2026-04-09 7:55:09,,https://drive.google.com/uc?id=1_rqc5DgYjj8i4PR1e-yZxnMR3nQewHed
Otros sacos por descontar/20260304072700-20260304072959,Camera11_bandas_bandas_20260304072700_20260304072959_11978776.mp4,2,CABALLOS,31,32,2026-04-09 7:55:09,,https://drive.google.com/uc?id=1_rqc5DgYjj8i4PR1e-yZxnMR3nQewHed
Otros sacos por descontar/20260304072700-20260304072959,Camera11_bandas_bandas_20260304072700_20260304072959_11978776.mp4,2,GALLOS,1,0,2026-04-09 7:55:09,,https://drive.google.com/uc?id=1_rqc5DgYjj8i4PR1e-yZxnMR3nQewHed
Otros sacos por descontar/20260304072700-20260304072959,Camera11_bandas_bandas_20260304072700_20260304072959_11978776.mp4,3,GALLOS,5,67,2026-04-09 7:55:09,,https://drive.google.com/uc?id=1_rqc5DgYjj8i4PR1e-yZxnMR3nQewHed
Otros sacos por descontar/20260304072700-20260304072959,Camera12_bandas_bandas_20260304072700_20260304072959_11978777.mp4,2,DESCONOCIDO,25,25,2026-04-09 8:30:48,,https://drive.google.com/uc?id=1-_fu_Sw54IMYN4zFP0gaOp6b3tD1GSV2
Otros sacos por descontar/20260304072700-20260304072959,Camera12_bandas_bandas_20260304072700_20260304072959_11978777.mp4,2,AVES,4,0,2026-04-09 8:30:48,,https://drive.google.com/uc?id=1-_fu_Sw54IMYN4zFP0gaOp6b3tD1GSV2
Otros sacos por descontar/20260304072700-20260304072959,Camera12_bandas_bandas_20260304072700_20260304072959_11978777.mp4,2,CABALLOS,2,7,2026-04-09 8:30:48,,https://drive.google.com/uc?id=1-_fu_Sw54IMYN4zFP0gaOp6b3tD1GSV2
Otros sacos por descontar/20260304072700-20260304072959,Camera12_bandas_bandas_20260304072700_20260304072959_11978777.mp4,2,GANADO_ULTRA,1,0,2026-04-09 8:30:48,,https://drive.google.com/uc?id=1-_fu_Sw54IMYN4zFP0gaOp6b3tD1GSV2
Otros sacos por descontar/20260304072700-20260304072959,Camera9_bandas_bandas_20260304072700_20260304072958_11978765.mp4,1,DESCONOCIDO,16,34,2026-04-09 10:26:36,Buen ejemplo para mostrar que falta información de las bolsas,https://drive.google.com/uc?id=1eg6yfzy4zUjJpt0rGMfGPlw9dSwMNmWI
Otros sacos por descontar/20260304072700-20260304072959,Camera9_bandas_bandas_20260304072700_20260304072958_11978765.mp4,1,GALLOS,4,0,2026-04-09 10:26:36,,https://drive.google.com/uc?id=1eg6yfzy4zUjJpt0rGMfGPlw9dSwMNmWI
Otros sacos por descontar/20260304072700-20260304072959,Camera9_bandas_bandas_20260304072700_20260304072958_11978765.mp4,1,GANADO_ULTRA,11,0,2026-04-09 10:26:36,,https://drive.google.com/uc?id=1eg6yfzy4zUjJpt0rGMfGPlw9dSwMNmWI
Otros sacos por descontar/20260304072700-20260304072959,Camera9_bandas_bandas_20260304072700_20260304072958_11978765.mp4,1,AVES,3,0,2026-04-09 10:26:36,,https://drive.google.com/uc?id=1eg6yfzy4zUjJpt0rGMfGPlw9dSwMNmWI
Otros sacos por descontar/20260304072700-20260304072959,Camera9_bandas_bandas_20260304072700_20260304072958_11978765.mp4,3,GALLOS,68,70,2026-04-09 10:26:36,,https://drive.google.com/uc?id=1eg6yfzy4zUjJpt0rGMfGPlw9dSwMNmWI
Otros sacos por descontar/20260304072700-20260304072959,Camera9_bandas_bandas_20260304072700_20260304072958_11978765.mp4,3,AVES,2,0,2026-04-09 10:26:36,,https://drive.google.com/uc?id=1eg6yfzy4zUjJpt0rGMfGPlw9dSwMNmWI
Otros sacos por descontar/20260304083900-20260304084302,Camera11_bandas_bandas_20260304083900_20260304084302_12069145.mp4,2,GALLOS,37,37,2026-04-09 7:25:06,,https://drive.google.com/uc?id=1Dd4ua6hDFrKpFCRUM6LM9qlJvr_3OceN
Otros sacos por descontar/20260304083900-20260304084302,Camera11_bandas_bandas_20260304083900_20260304084302_12069145.mp4,2,GANADO_ULTRA,47,0,2026-04-09 7:25:06,,https://drive.google.com/uc?id=1Dd4ua6hDFrKpFCRUM6LM9qlJvr_3OceN
Otros sacos por descontar/20260304083900-20260304084302,Camera11_bandas_bandas_20260304083900_20260304084302_12069145.mp4,2,AVES,4,51,2026-04-09 7:25:06,,https://drive.google.com/uc?id=1Dd4ua6hDFrKpFCRUM6LM9qlJvr_3OceN
